FG%,3P%,FT%,FTA,TRB,AST,TOV,STL,BLK,Opponent,Point_Differential,Home,Win,Team,Opponent_Win_Rate
0.495,0.471,0.684,19.0,51.0,32.0,19.0,15.0,6.0,IND,43,1,1,DET,0.23170731707317074
0.432,0.314,0.739,23.0,41.0,24.0,8.0,9.0,9.0,BOS,1,1,1,DET,0.6829268292682927
0.443,0.385,0.792,24.0,47.0,26.0,20.0,12.0,8.0,NOP,8,0,1,DET,0.3170731707317073
0.476,0.219,0.708,24.0,35.0,22.0,17.0,9.0,4.0,HOU,-7,1,0,DET,0.6341463414634146
0.549,0.516,0.821,28.0,43.0,31.0,19.0,15.0,5.0,SAC,23,1,1,DET,0.2682926829268293
0.468,0.194,0.833,18.0,41.0,24.0,7.0,10.0,3.0,DEN,2,0,1,DET,0.6585365853658537
0.425,0.207,0.762,21.0,37.0,26.0,9.0,8.0,2.0,PHO,-18,0,0,DET,0.5476190476190477
0.484,0.385,0.806,36.0,53.0,31.0,16.0,13.0,3.0,GSW,7,0,1,DET,0.4523809523809524
0.565,0.375,0.759,29.0,43.0,33.0,8.0,17.0,6.0,BRK,53,1,1,DET,0.24390243902439024
0.457,0.414,0.867,30.0,43.0,27.0,9.0,9.0,4.0,DEN,3,1,1,DET,0.6585365853658537
0.466,0.273,0.788,33.0,47.0,22.0,15.0,11.0,5.0,WAS,-9,1,0,DET,0.2073170731707317
0.53,0.425,0.867,15.0,44.0,31.0,13.0,10.0,6.0,NYK,38,1,1,DET,0.6463414634146342
0.471,0.2,0.821,28.0,41.0,20.0,10.0,12.0,3.0,CHO,6,0,1,DET,0.5357142857142857
0.461,0.412,0.68,25.0,47.0,24.0,16.0,10.0,8.0,TOR,18,0,1,DET,0.5609756097560976
0.516,0.433,0.85,20.0,44.0,30.0,15.0,9.0,8.0,NYK,15,0,1,DET,0.6463414634146342
0.486,0.448,0.733,15.0,50.0,34.0,14.0,12.0,6.0,CHI,16,0,1,DET,0.3780487804878049
0.377,0.194,0.842,19.0,55.0,21.0,16.0,7.0,8.0,SAS,-11,1,0,DET,0.7560975609756098
0.539,0.333,0.731,26.0,52.0,29.0,17.0,9.0,12.0,OKC,8,1,1,DET,0.7804878048780488
0.46,0.222,0.727,33.0,56.0,26.0,16.0,14.0,6.0,CLE,3,1,1,DET,0.6341463414634146
0.452,0.133,0.75,24.0,56.0,24.0,14.0,14.0,6.0,ORL,14,0,1,DET,0.5476190476190477
0.506,0.375,0.759,29.0,44.0,29.0,14.0,9.0,7.0,CLE,-4,0,0,DET,0.6341463414634146
0.402,0.429,0.8,30.0,44.0,20.0,10.0,4.0,4.0,SAS,-15,0,0,DET,0.7560975609756098
0.424,0.385,0.742,31.0,37.0,21.0,14.0,14.0,6.0,BRK,-2,1,0,DET,0.24390243902439024
0.444,0.297,0.792,24.0,39.0,26.0,12.0,5.0,12.0,MIA,-11,0,0,DET,0.5180722891566265
0.565,0.516,0.765,34.0,40.0,36.0,9.0,12.0,3.0,BRK,38,0,1,DET,0.24390243902439024
0.539,0.4,0.955,22.0,40.0,37.0,17.0,10.0,7.0,PHI,22,1,1,DET,0.5542168674698795
0.543,0.343,0.778,18.0,52.0,36.0,19.0,12.0,6.0,MEM,16,1,1,DET,0.3048780487804878
0.482,0.385,0.667,24.0,39.0,23.0,13.0,6.0,5.0,TOR,-11,0,0,DET,0.5609756097560976
0.511,0.407,0.844,32.0,50.0,31.0,13.0,8.0,4.0,WAS,13,0,1,DET,0.2073170731707317
0.454,0.3,0.769,26.0,56.0,32.0,10.0,11.0,8.0,WAS,22,0,1,DET,0.2073170731707317
0.523,0.238,0.69,29.0,35.0,29.0,15.0,16.0,4.0,GSW,14,1,1,DET,0.4523809523809524
0.455,0.423,0.917,24.0,37.0,31.0,11.0,6.0,4.0,LAL,3,1,1,DET,0.6463414634146342
0.51,0.273,0.842,19.0,43.0,33.0,14.0,12.0,5.0,ATL,-1,1,0,DET,0.5609756097560976
0.565,0.536,0.783,23.0,45.0,34.0,19.0,9.0,6.0,NOP,21,1,1,DET,0.3170731707317073
0.524,0.385,0.765,17.0,52.0,28.0,20.0,11.0,9.0,MIN,22,0,1,DET,0.5975609756097561
0.423,0.372,0.522,23.0,46.0,30.0,16.0,12.0,8.0,OKC,-4,0,0,DET,0.7804878048780488
0.603,0.565,0.867,30.0,34.0,33.0,21.0,7.0,5.0,TOR,11,1,1,DET,0.5609756097560976
0.477,0.435,0.724,29.0,48.0,29.0,15.0,7.0,7.0,MIN,5,1,1,DET,0.5975609756097561
0.494,0.393,0.792,24.0,45.0,33.0,12.0,12.0,4.0,PHI,23,0,1,DET,0.5542168674698795
0.494,0.333,0.684,19.0,35.0,32.0,21.0,10.0,7.0,ORL,-16,0,0,DET,0.5476190476190477
0.571,0.467,0.9,30.0,46.0,38.0,12.0,9.0,10.0,MIL,26,1,1,DET,0.3902439024390244
0.506,0.333,0.731,26.0,49.0,29.0,15.0,13.0,8.0,CHO,18,0,1,DET,0.5357142857142857
0.562,0.455,0.818,22.0,48.0,35.0,18.0,12.0,6.0,IND,12,0,1,DET,0.23170731707317074
0.443,0.282,0.871,31.0,52.0,23.0,25.0,6.0,5.0,OKC,-1,0,0,HOU,0.7804878048780488
0.386,0.455,0.771,48.0,45.0,15.0,14.0,14.0,2.0,DET,-4,1,0,HOU,0.7317073170731707
0.576,0.5,0.885,26.0,39.0,33.0,10.0,10.0,4.0,BRK,28,1,1,HOU,0.24390243902439024
0.575,0.433,0.765,34.0,53.0,31.0,17.0,9.0,8.0,TOR,18,0,1,HOU,0.5609756097560976
0.545,0.655,0.714,35.0,53.0,30.0,20.0,6.0,11.0,BOS,27,0,1,HOU,0.6829268292682927
0.461,0.276,0.667,30.0,54.0,23.0,17.0,9.0,7.0,DAL,8,1,1,HOU,0.3170731707317073
0.475,0.433,0.833,18.0,54.0,29.0,13.0,9.0,3.0,MEM,15,0,1,HOU,0.3048780487804878
0.459,0.481,0.905,21.0,41.0,25.0,24.0,12.0,4.0,SAS,-11,0,0,HOU,0.7560975609756098
0.533,0.385,0.762,21.0,50.0,24.0,18.0,8.0,3.0,MIL,7,0,1,HOU,0.3902439024390244
0.531,0.486,0.696,23.0,53.0,32.0,12.0,9.0,6.0,WAS,23,1,1,HOU,0.2073170731707317
0.5,0.378,0.85,20.0,49.0,26.0,6.0,16.0,6.0,POR,24,1,1,HOU,0.5180722891566265
0.42,0.4,0.862,29.0,60.0,19.0,15.0,4.0,4.0,ORL,4,1,1,HOU,0.5476190476190477
0.456,0.375,0.852,27.0,51.0,23.0,13.0,9.0,4.0,CLE,10,0,1,HOU,0.6341463414634146
0.441,0.389,0.65,20.0,41.0,21.0,16.0,8.0,2.0,DEN,-3,1,0,HOU,0.6585365853658537
0.489,0.419,0.882,17.0,41.0,26.0,16.0,13.0,4.0,PHO,22,0,1,HOU,0.5476190476190477
0.394,0.282,0.625,24.0,53.0,24.0,10.0,7.0,3.0,GSW,4,0,1,HOU,0.4523809523809524
0.529,0.355,0.788,33.0,50.0,30.0,16.0,14.0,7.0,UTA,28,0,1,HOU,0.2682926829268293
0.441,0.294,0.805,41.0,46.0,27.0,13.0,6.0,8.0,UTA,-8,0,0,HOU,0.2682926829268293
0.527,0.313,0.833,24.0,62.0,24.0,18.0,10.0,8.0,SAC,26,1,1,HOU,0.2682926829268293
0.592,0.556,0.895,19.0,40.0,25.0,23.0,9.0,8.0,PHO,19,1,1,HOU,0.5476190476190477
0.506,0.345,0.846,13.0,37.0,22.0,20.0,8.0,6.0,DAL,-13,0,0,HOU,0.3170731707317073
0.462,0.353,0.81,21.0,51.0,26.0,19.0,9.0,1.0,LAC,2,1,1,HOU,0.5060240963855421
0.505,0.48,0.731,26.0,46.0,29.0,16.0,7.0,8.0,DEN,-3,0,0,HOU,0.6585365853658537
0.467,0.313,0.667,27.0,58.0,30.0,20.0,6.0,8.0,NOP,-5,0,0,HOU,0.3170731707317073
0.506,0.543,0.783,23.0,47.0,24.0,19.0,6.0,8.0,DEN,14,0,1,HOU,0.6585365853658537
0.479,0.421,0.75,24.0,47.0,31.0,15.0,9.0,2.0,SAC,-1,0,0,HOU,0.2682926829268293
0.5,0.3,0.722,18.0,42.0,25.0,13.0,5.0,6.0,LAC,-20,0,0,HOU,0.5060240963855421
0.533,0.333,0.789,19.0,48.0,24.0,16.0,10.0,6.0,LAL,23,0,1,HOU,0.6463414634146342
0.489,0.457,0.714,21.0,51.0,27.0,17.0,12.0,9.0,CLE,17,1,1,HOU,0.6341463414634146
0.59,0.37,0.75,24.0,50.0,21.0,19.0,4.0,6.0,IND,7,1,1,HOU,0.23170731707317074
0.573,0.414,0.778,18.0,45.0,28.0,14.0,8.0,7.0,BRK,24,0,1,HOU,0.24390243902439024
0.387,0.244,0.8,15.0,51.0,24.0,9.0,13.0,7.0,DAL,-6,0,0,HOU,0.3170731707317073
0.437,0.243,0.714,21.0,51.0,20.0,16.0,5.0,1.0,PHO,3,1,1,HOU,0.5476190476190477
0.374,0.222,0.69,29.0,57.0,20.0,14.0,8.0,7.0,POR,-1,0,0,HOU,0.5180722891566265
0.417,0.227,0.625,24.0,56.0,21.0,13.0,8.0,8.0,POR,-6,0,0,HOU,0.5180722891566265
0.429,0.233,0.655,29.0,44.0,23.0,13.0,4.0,5.0,SAC,-13,0,0,HOU,0.2682926829268293
0.511,0.292,0.759,29.0,50.0,24.0,9.0,5.0,2.0,CHI,6,1,1,HOU,0.3780487804878049
0.337,0.292,0.824,17.0,60.0,17.0,16.0,10.0,7.0,OKC,-20,1,0,HOU,0.7804878048780488
0.464,0.429,0.588,34.0,42.0,19.0,14.0,10.0,5.0,MIN,5,1,1,HOU,0.5975609756097561
0.5,0.361,0.727,22.0,47.0,22.0,15.0,9.0,4.0,NOP,9,1,1,HOU,0.3170731707317073
0.518,0.37,0.682,22.0,43.0,29.0,14.0,5.0,9.0,SAS,5,1,1,HOU,0.7560975609756098
0.465,0.45,0.5,24.0,46.0,33.0,17.0,13.0,5.0,PHI,-6,0,0,HOU,0.5542168674698795
0.494,0.346,0.8,30.0,43.0,21.0,17.0,11.0,7.0,DET,7,0,1,HOU,0.7317073170731707
0.446,0.297,0.75,20.0,57.0,29.0,16.0,9.0,3.0,MEM,9,1,1,HOU,0.3048780487804878
0.394,0.348,0.722,18.0,46.0,23.0,14.0,12.0,8.0,SAS,-12,1,0,HOU,0.7560975609756098
0.424,0.387,0.7,20.0,59.0,23.0,12.0,8.0,14.0,ATL,18,0,1,HOU,0.5609756097560976
0.417,0.385,0.733,15.0,53.0,33.0,6.0,10.0,6.0,DAL,4,1,1,HOU,0.3170731707317073
0.46,0.318,0.838,37.0,56.0,21.0,16.0,7.0,6.0,IND,4,0,1,HOU,0.23170731707317074
0.415,0.367,0.636,22.0,38.0,16.0,10.0,10.0,5.0,BOS,-21,1,0,HOU,0.6829268292682927
0.458,0.348,0.75,20.0,40.0,24.0,18.0,17.0,5.0,CHO,-10,1,0,HOU,0.5357142857142857
0.458,0.349,0.75,28.0,41.0,25.0,15.0,12.0,5.0,OKC,6,0,1,HOU,0.7804878048780488
0.456,0.5,0.889,18.0,44.0,19.0,18.0,7.0,5.0,LAC,7,1,1,HOU,0.5060240963855421
0.463,0.333,0.778,18.0,45.0,25.0,21.0,3.0,9.0,LAC,-3,1,0,HOU,0.5060240963855421
0.494,0.281,0.923,13.0,39.0,19.0,11.0,15.0,8.0,CHO,4,0,1,HOU,0.5357142857142857
0.475,0.387,0.783,23.0,44.0,24.0,20.0,5.0,6.0,NYK,-2,0,0,HOU,0.6463414634146342
0.57,0.45,0.818,11.0,53.0,34.0,27.0,10.0,8.0,UTA,20,1,1,HOU,0.2682926829268293
0.547,0.436,0.895,19.0,44.0,29.0,13.0,6.0,8.0,SAC,31,1,1,HOU,0.2682926829268293
0.524,0.379,0.8,20.0,41.0,24.0,13.0,7.0,9.0,ORL,5,0,1,HOU,0.5476190476190477
0.432,0.25,0.667,21.0,47.0,26.0,11.0,6.0,2.0,MIA,-10,0,0,HOU,0.5180722891566265
0.489,0.36,0.857,28.0,59.0,21.0,21.0,10.0,5.0,WAS,5,0,1,HOU,0.2073170731707317
0.458,0.412,0.733,15.0,49.0,26.0,18.0,11.0,2.0,GSW,-2,1,0,HOU,0.4523809523809524
0.539,0.263,0.731,26.0,44.0,23.0,22.0,9.0,9.0,POR,7,1,1,HOU,0.5180722891566265
0.483,0.286,0.875,32.0,37.0,25.0,12.0,5.0,5.0,SAS,-25,0,0,HOU,0.7560975609756098
0.5,0.417,0.778,27.0,52.0,21.0,18.0,8.0,4.0,TOR,14,1,1,HOU,0.5609756097560976
0.433,0.121,0.357,14.0,44.0,25.0,16.0,7.0,6.0,DEN,-36,0,0,HOU,0.6585365853658537
0.426,0.341,0.765,17.0,52.0,25.0,12.0,8.0,8.0,NOP,2,1,1,HOU,0.3170731707317073
0.481,0.192,0.733,15.0,44.0,21.0,24.0,9.0,3.0,LAL,-8,1,0,HOU,0.6463414634146342
0.495,0.344,0.882,17.0,38.0,26.0,12.0,10.0,1.0,LAL,-8,1,0,HOU,0.6463414634146342
0.506,0.467,0.679,28.0,51.0,33.0,20.0,11.0,5.0,ATL,22,1,1,HOU,0.5609756097560976
0.523,0.457,0.81,21.0,44.0,33.0,13.0,5.0,3.0,MIA,1,1,1,HOU,0.5180722891566265
0.533,0.268,0.625,24.0,41.0,27.0,17.0,8.0,7.0,CHI,-8,0,0,HOU,0.3780487804878049
0.409,0.31,0.92,25.0,54.0,26.0,21.0,6.0,10.0,MIN,-2,0,0,HOU,0.5975609756097561
0.473,0.364,0.731,26.0,57.0,30.0,14.0,9.0,7.0,MEM,10,0,1,HOU,0.3048780487804878
0.467,0.409,0.857,21.0,59.0,33.0,8.0,9.0,8.0,NOP,32,0,1,HOU,0.3170731707317073
0.538,0.429,0.75,16.0,38.0,35.0,10.0,6.0,6.0,NYK,17,1,1,HOU,0.6463414634146342
0.471,0.429,0.864,22.0,42.0,30.0,8.0,7.0,4.0,MIL,6,1,1,HOU,0.3902439024390244
0.554,0.469,0.767,30.0,46.0,30.0,11.0,8.0,5.0,UTA,34,1,1,HOU,0.2682926829268293
0.55,0.448,0.842,19.0,38.0,30.0,14.0,4.0,7.0,GSW,1,0,1,HOU,0.4523809523809524
0.45,0.368,0.938,16.0,55.0,26.0,19.0,8.0,3.0,PHO,14,0,1,HOU,0.5476190476190477
0.452,0.344,0.692,26.0,53.0,21.0,15.0,12.0,1.0,PHI,11,1,1,HOU,0.5542168674698795
0.609,0.211,0.786,28.0,39.0,29.0,13.0,4.0,8.0,MIN,-4,1,0,HOU,0.5975609756097561
0.457,0.286,0.733,30.0,64.0,23.0,11.0,10.0,8.0,MEM,31,1,1,HOU,0.3048780487804878
0.438,0.302,0.75,40.0,55.0,21.0,14.0,6.0,4.0,OKC,-6,1,0,IND,0.7804878048780488
0.404,0.35,0.739,23.0,44.0,25.0,13.0,2.0,5.0,MEM,-25,0,0,IND,0.3048780487804878
0.429,0.35,0.667,27.0,49.0,24.0,17.0,7.0,5.0,MIN,-4,0,0,IND,0.5975609756097561
0.349,0.289,0.643,28.0,52.0,20.0,14.0,8.0,7.0,DAL,-2,0,0,IND,0.3170731707317073
0.354,0.277,0.758,33.0,49.0,23.0,12.0,6.0,3.0,ATL,-20,1,0,IND,0.5609756097560976
0.449,0.303,0.857,28.0,47.0,24.0,12.0,7.0,3.0,GSW,5,1,1,IND,0.4523809523809524
0.433,0.242,0.763,38.0,45.0,24.0,12.0,8.0,4.0,MIL,-2,1,0,IND,0.3902439024390244
0.414,0.361,0.615,13.0,56.0,29.0,18.0,6.0,5.0,BRK,-9,1,0,IND,0.24390243902439024
0.355,0.222,0.765,34.0,43.0,20.0,11.0,9.0,6.0,DEN,-17,0,0,IND,0.6585365853658537
0.34,0.282,0.727,11.0,53.0,21.0,22.0,7.0,6.0,GSW,-31,0,0,IND,0.4523809523809524
0.465,0.27,0.897,29.0,35.0,29.0,8.0,6.0,6.0,UTA,-24,0,0,IND,0.2682926829268293
0.364,0.28,0.931,29.0,41.0,20.0,12.0,4.0,3.0,PHO,-35,0,0,IND,0.5476190476190477
0.425,0.349,0.815,27.0,40.0,22.0,16.0,5.0,3.0,TOR,-18,1,0,IND,0.5609756097560976
0.417,0.29,0.733,45.0,43.0,19.0,21.0,8.0,5.0,DET,-15,0,0,IND,0.7317073170731707
0.541,0.421,0.826,23.0,43.0,32.0,16.0,5.0,8.0,CHO,9,1,1,IND,0.5357142857142857
0.42,0.297,0.923,26.0,43.0,25.0,13.0,10.0,6.0,CLE,-11,0,0,IND,0.6341463414634146
0.476,0.419,0.765,34.0,30.0,22.0,13.0,11.0,4.0,DET,-5,1,0,IND,0.7317073170731707
0.449,0.333,0.609,23.0,43.0,20.0,18.0,7.0,7.0,TOR,-2,0,0,IND,0.5609756097560976
0.522,0.382,0.769,13.0,50.0,27.0,16.0,9.0,8.0,WAS,33,1,1,IND,0.2073170731707317
0.461,0.317,0.727,11.0,44.0,24.0,13.0,8.0,10.0,CHI,2,1,1,IND,0.3780487804878049
0.482,0.333,0.73,37.0,36.0,19.0,14.0,5.0,6.0,CLE,-16,1,0,IND,0.6341463414634146
0.519,0.464,0.793,29.0,38.0,24.0,12.0,6.0,5.0,DEN,-15,1,0,IND,0.6585365853658537
0.536,0.462,0.75,16.0,35.0,24.0,14.0,13.0,8.0,CHI,15,0,1,IND,0.3780487804878049
0.437,0.4,0.929,28.0,41.0,25.0,14.0,14.0,7.0,SAC,11,1,1,IND,0.2682926829268293
0.396,0.342,0.842,19.0,46.0,26.0,7.0,6.0,4.0,PHI,-10,0,0,IND,0.5542168674698795
0.369,0.256,0.81,21.0,41.0,20.0,8.0,2.0,7.0,WAS,-19,1,0,IND,0.2073170731707317
0.462,0.324,0.889,18.0,52.0,22.0,14.0,8.0,6.0,NYK,-1,1,0,IND,0.6463414634146342
0.426,0.19,0.7,30.0,42.0,28.0,14.0,7.0,4.0,NOP,-19,0,0,IND,0.3170731707317073
0.388,0.325,0.889,18.0,36.0,19.0,13.0,4.0,3.0,BOS,-8,0,0,IND,0.6829268292682927
0.407,0.258,0.606,33.0,40.0,20.0,12.0,7.0,3.0,MIL,-17,1,0,IND,0.3902439024390244
0.494,0.409,0.8,20.0,35.0,29.0,14.0,6.0,3.0,BOS,-18,1,0,IND,0.6829268292682927
0.495,0.316,0.75,16.0,45.0,30.0,26.0,6.0,5.0,MIA,-26,0,0,IND,0.5180722891566265
0.5,0.529,0.65,20.0,29.0,30.0,9.0,12.0,3.0,HOU,-7,0,0,IND,0.6341463414634146
0.434,0.343,0.813,32.0,39.0,22.0,16.0,10.0,3.0,ORL,-2,1,0,IND,0.5476190476190477
0.512,0.4,0.867,15.0,39.0,26.0,14.0,9.0,4.0,SAS,-10,1,0,IND,0.7560975609756098
0.552,0.441,0.762,21.0,41.0,38.0,11.0,3.0,3.0,ORL,-8,0,0,IND,0.5476190476190477
0.462,0.457,0.737,19.0,32.0,32.0,14.0,10.0,4.0,CLE,-4,1,0,IND,0.6341463414634146
0.5,0.444,0.952,21.0,41.0,25.0,20.0,9.0,6.0,CHO,2,0,1,IND,0.5357142857142857
0.449,0.425,0.818,22.0,54.0,37.0,18.0,13.0,4.0,MIA,24,1,1,IND,0.5180722891566265
0.464,0.432,0.667,6.0,40.0,29.0,12.0,8.0,3.0,BOS,2,1,1,IND,0.6829268292682927
0.384,0.286,0.742,31.0,46.0,26.0,11.0,6.0,7.0,TOR,-14,1,0,IND,0.5609756097560976
0.515,0.349,0.667,12.0,43.0,37.0,7.0,5.0,7.0,NOP,8,1,1,IND,0.3170731707317073
0.354,0.229,0.519,27.0,42.0,18.0,25.0,13.0,2.0,DET,-43,0,0,IND,0.7317073170731707
0.476,0.382,0.786,14.0,46.0,24.0,24.0,4.0,9.0,PHI,-9,0,0,IND,0.5542168674698795
0.394,0.267,0.783,23.0,42.0,31.0,14.0,6.0,2.0,BOS,-15,0,0,IND,0.6829268292682927
0.469,0.421,0.55,20.0,51.0,34.0,11.0,5.0,1.0,OKC,3,0,1,IND,0.7804878048780488
0.462,0.286,0.8,25.0,42.0,31.0,17.0,11.0,7.0,ATL,-16,0,0,IND,0.5609756097560976
0.447,0.417,0.88,25.0,43.0,30.0,6.0,7.0,3.0,CHI,3,1,1,IND,0.3780487804878049
0.539,0.469,0.857,21.0,51.0,29.0,23.0,6.0,4.0,ATL,5,1,1,IND,0.5609756097560976
0.494,0.462,0.762,21.0,33.0,33.0,10.0,10.0,6.0,HOU,-4,1,0,IND,0.6341463414634146
0.536,0.359,0.667,27.0,38.0,33.0,15.0,6.0,2.0,UTA,-9,1,0,IND,0.2682926829268293
0.443,0.279,0.81,21.0,37.0,26.0,9.0,9.0,4.0,MIL,-6,0,0,IND,0.3902439024390244
0.449,0.364,0.857,14.0,40.0,26.0,19.0,6.0,3.0,TOR,-18,0,0,IND,0.5609756097560976
0.515,0.4,0.731,26.0,43.0,30.0,11.0,6.0,4.0,NYK,3,0,1,IND,0.6463414634146342
0.489,0.357,0.714,14.0,42.0,29.0,12.0,11.0,5.0,BRK,5,0,1,IND,0.24390243902439024
0.41,0.357,0.815,27.0,50.0,22.0,23.0,7.0,4.0,WAS,-7,0,0,IND,0.2073170731707317
0.478,0.367,0.667,21.0,40.0,32.0,21.0,12.0,0.0,WAS,-13,0,0,IND,0.2073170731707317
0.5,0.476,0.8,20.0,39.0,37.0,16.0,8.0,3.0,DAL,-4,1,0,IND,0.3170731707317073
0.432,0.302,0.864,22.0,41.0,27.0,18.0,8.0,4.0,PHI,-21,1,0,IND,0.5542168674698795
0.471,0.314,0.8,20.0,37.0,28.0,12.0,7.0,3.0,CHO,-24,1,0,IND,0.5357142857142857
0.488,0.385,0.684,19.0,31.0,29.0,19.0,5.0,9.0,MEM,-19,1,0,IND,0.3048780487804878
0.429,0.278,0.806,31.0,38.0,26.0,13.0,2.0,3.0,LAC,-23,0,0,IND,0.5060240963855421
0.469,0.229,0.708,24.0,40.0,33.0,7.0,10.0,4.0,LAL,-11,0,0,IND,0.6463414634146342
0.432,0.333,0.625,24.0,38.0,27.0,12.0,9.0,6.0,POR,-20,0,0,IND,0.5180722891566265
0.409,0.302,0.909,22.0,48.0,29.0,15.0,7.0,2.0,SAC,-5,0,0,IND,0.2682926829268293
0.451,0.3,0.88,25.0,36.0,24.0,16.0,7.0,4.0,PHO,-15,1,0,IND,0.5476190476190477
0.393,0.263,0.8,15.0,46.0,21.0,11.0,6.0,3.0,NYK,-9,1,0,IND,0.6463414634146342
0.519,0.5,0.783,23.0,40.0,34.0,19.0,5.0,6.0,MIL,-11,0,0,IND,0.3902439024390244
0.518,0.447,0.714,7.0,36.0,31.0,18.0,7.0,7.0,NYK,-26,0,0,IND,0.6463414634146342
0.505,0.444,0.882,17.0,39.0,32.0,12.0,9.0,7.0,POR,-8,1,0,IND,0.5180722891566265
0.518,0.457,0.789,19.0,26.0,38.0,10.0,5.0,2.0,SAS,-15,0,0,IND,0.7560975609756098
0.549,0.457,0.917,24.0,35.0,32.0,9.0,5.0,4.0,ORL,2,0,1,IND,0.5476190476190477
0.558,0.41,0.783,23.0,34.0,35.0,18.0,7.0,2.0,LAL,-7,1,0,IND,0.6463414634146342
0.494,0.444,0.733,15.0,45.0,34.0,20.0,6.0,4.0,LAC,-1,1,0,IND,0.5060240963855421
0.576,0.462,0.846,13.0,42.0,36.0,12.0,3.0,5.0,MIA,17,1,1,IND,0.5180722891566265
0.569,0.417,0.9,10.0,41.0,49.0,14.0,14.0,5.0,CHI,19,0,1,IND,0.3780487804878049
0.462,0.417,0.7,10.0,45.0,29.0,12.0,5.0,1.0,CHO,-21,0,0,IND,0.5357142857142857
0.384,0.386,0.862,29.0,43.0,28.0,10.0,7.0,1.0,CLE,-9,0,0,IND,0.6341463414634146
0.479,0.346,0.806,31.0,34.0,24.0,23.0,11.0,1.0,MIN,-20,1,0,IND,0.5975609756097561
0.52,0.258,0.722,18.0,66.0,43.0,12.0,4.0,5.0,BRK,29,0,1,IND,0.24390243902439024
0.375,0.28,0.875,16.0,52.0,25.0,21.0,6.0,8.0,PHI,-11,1,0,IND,0.5542168674698795
0.456,0.426,0.8,20.0,31.0,31.0,16.0,15.0,6.0,DET,-12,1,0,IND,0.7317073170731707
0.443,0.311,0.762,21.0,38.0,28.0,15.0,8.0,6.0,UTA,-21,0,0,LAC,0.2682926829268293
0.592,0.552,0.885,26.0,45.0,32.0,19.0,12.0,5.0,PHO,27,1,1,LAC,0.5476190476190477
0.55,0.387,0.933,15.0,46.0,26.0,24.0,11.0,8.0,POR,7,1,1,LAC,0.5180722891566265
0.366,0.182,0.813,16.0,47.0,10.0,16.0,7.0,2.0,GSW,-19,0,0,LAC,0.4523809523809524
0.517,0.385,0.905,21.0,37.0,28.0,12.0,12.0,6.0,NOP,2,1,1,LAC,0.3170731707317073
0.5,0.415,0.737,19.0,44.0,25.0,21.0,13.0,4.0,MIA,-1,1,0,LAC,0.5180722891566265
0.413,0.419,0.852,27.0,42.0,26.0,19.0,9.0,2.0,OKC,-19,1,0,LAC,0.7804878048780488
0.443,0.323,0.733,30.0,41.0,24.0,15.0,8.0,4.0,PHO,-13,0,0,LAC,0.5476190476190477
0.532,0.303,0.611,18.0,27.0,26.0,11.0,5.0,5.0,PHO,-11,1,0,LAC,0.5476190476190477
0.439,0.316,0.72,25.0,42.0,19.0,12.0,7.0,9.0,ATL,-3,1,0,LAC,0.5609756097560976
0.488,0.432,0.947,19.0,36.0,28.0,15.0,4.0,7.0,DEN,-14,1,0,LAC,0.6585365853658537
0.474,0.31,0.833,36.0,45.0,22.0,23.0,16.0,6.0,DAL,6,0,1,LAC,0.3170731707317073
0.469,0.4,0.933,30.0,44.0,23.0,14.0,4.0,7.0,BOS,-3,0,0,LAC,0.6829268292682927
0.402,0.308,0.963,27.0,45.0,18.0,10.0,6.0,3.0,PHI,-2,0,0,LAC,0.5542168674698795
0.404,0.389,0.789,19.0,43.0,20.0,21.0,7.0,6.0,ORL,-28,0,0,LAC,0.5476190476190477
0.511,0.442,0.833,24.0,41.0,30.0,10.0,8.0,2.0,CHO,15,0,1,LAC,0.5357142857142857
0.463,0.308,0.885,26.0,40.0,23.0,16.0,6.0,2.0,CLE,-15,0,0,LAC,0.6341463414634146
0.519,0.371,0.875,24.0,29.0,24.0,16.0,7.0,2.0,LAL,-17,0,0,LAC,0.6463414634146342
0.427,0.316,0.905,21.0,39.0,19.0,13.0,13.0,5.0,MEM,-5,1,0,LAC,0.3048780487804878
0.463,0.28,0.935,31.0,46.0,25.0,18.0,5.0,6.0,DAL,-4,1,0,LAC,0.3170731707317073
0.448,0.31,0.8,35.0,46.0,23.0,13.0,8.0,3.0,MIA,-17,0,0,LAC,0.5180722891566265
0.494,0.313,0.85,20.0,54.0,29.0,12.0,12.0,1.0,ATL,23,0,1,LAC,0.5609756097560976
0.438,0.318,0.824,17.0,37.0,22.0,17.0,11.0,2.0,MEM,-9,0,0,LAC,0.3048780487804878
0.471,0.31,0.68,25.0,35.0,16.0,11.0,8.0,3.0,MIN,-3,0,0,LAC,0.5975609756097561
0.5,0.368,0.808,26.0,28.0,25.0,15.0,15.0,5.0,HOU,-2,0,0,LAC,0.6341463414634146
0.463,0.361,0.727,22.0,39.0,26.0,19.0,4.0,2.0,MEM,-18,1,0,LAC,0.3048780487804878
0.487,0.313,0.773,22.0,49.0,25.0,29.0,6.0,7.0,OKC,-21,0,0,LAC,0.7804878048780488
0.425,0.372,0.95,20.0,48.0,22.0,19.0,8.0,6.0,LAL,15,1,1,LAC,0.6463414634146342
0.545,0.541,0.889,27.0,34.0,25.0,10.0,7.0,4.0,HOU,20,1,1,LAC,0.6341463414634146
