FG%,3P%,FT%,FTA,TRB,AST,TOV,STL,BLK,Opponent,Point_Differential,Home,Win,Team,Opponent_Win_Rate
0.357,0.324,0.75,16.0,50.0,28.0,18.0,5.0,4.0,MIN,-28,0,0,MIA,0.5975609756097561
0.391,0.133,0.793,29.0,51.0,17.0,19.0,6.0,5.0,IND,-24,0,0,MIA,0.23170731707317074
0.537,0.531,0.538,13.0,37.0,35.0,23.0,9.0,4.0,OKC,-12,0,0,MIA,0.7804878048780488
0.522,0.342,0.818,22.0,41.0,28.0,12.0,8.0,2.0,PHO,6,1,1,MIA,0.5476190476190477
0.448,0.357,0.778,27.0,40.0,25.0,10.0,7.0,2.0,BOS,-5,1,0,MIA,0.6829268292682927
0.369,0.4,0.714,28.0,51.0,30.0,4.0,7.0,4.0,OKC,2,1,1,MIA,0.7804878048780488
0.394,0.289,0.875,24.0,54.0,30.0,19.0,6.0,2.0,GSW,-23,0,0,MIA,0.4523809523809524
0.48,0.5,0.625,24.0,46.0,33.0,10.0,6.0,2.0,SAC,13,0,1,MIA,0.2682926829268293
0.457,0.2,0.789,19.0,40.0,27.0,15.0,12.0,4.0,POR,-17,0,0,MIA,0.5180722891566265
0.435,0.404,0.81,42.0,64.0,35.0,14.0,10.0,6.0,UTA,31,0,1,MIA,0.2682926829268293
0.419,0.257,0.828,29.0,59.0,21.0,12.0,6.0,3.0,PHO,9,0,1,MIA,0.5476190476190477
0.5,0.441,0.913,23.0,48.0,27.0,18.0,6.0,5.0,ORL,-9,1,0,MIA,0.5476190476190477
0.452,0.333,0.833,24.0,49.0,29.0,14.0,12.0,2.0,CHI,3,0,1,MIA,0.3780487804878049
0.432,0.277,0.742,31.0,47.0,26.0,19.0,17.0,4.0,CHI,-7,1,0,MIA,0.3780487804878049
0.505,0.368,0.706,17.0,54.0,44.0,9.0,8.0,5.0,CHI,43,1,1,MIA,0.3780487804878049
0.438,0.25,0.885,26.0,53.0,25.0,13.0,6.0,1.0,ATL,-12,1,0,MIA,0.5609756097560976
0.417,0.325,0.722,18.0,42.0,23.0,12.0,9.0,3.0,BOS,-2,0,0,MIA,0.6829268292682927
0.471,0.447,0.867,15.0,60.0,34.0,16.0,18.0,4.0,WAS,31,0,1,MIA,0.2073170731707317
0.418,0.333,0.682,44.0,43.0,24.0,14.0,6.0,3.0,UTA,-4,1,0,MIA,0.2682926829268293
0.412,0.298,0.758,33.0,56.0,25.0,8.0,8.0,9.0,NOP,12,0,1,MIA,0.3170731707317073
0.52,0.371,0.786,14.0,58.0,31.0,9.0,8.0,4.0,ATL,31,0,1,MIA,0.5609756097560976
0.516,0.361,0.758,33.0,57.0,36.0,18.0,8.0,5.0,MEM,16,1,1,MIA,0.3048780487804878
0.426,0.333,0.778,27.0,51.0,32.0,16.0,8.0,5.0,MIL,-11,0,0,MIA,0.3902439024390244
0.46,0.425,0.769,26.0,45.0,25.0,14.0,8.0,2.0,PHI,-7,0,0,MIA,0.5542168674698795
0.5,0.355,0.7,20.0,47.0,22.0,14.0,3.0,4.0,HOU,10,1,1,MIA,0.6341463414634146
0.495,0.361,0.875,24.0,46.0,28.0,12.0,13.0,8.0,BRK,26,1,1,MIA,0.24390243902439024
0.527,0.333,0.875,24.0,45.0,29.0,14.0,13.0,8.0,BRK,16,1,1,MIA,0.24390243902439024
0.464,0.474,0.8,25.0,44.0,31.0,6.0,7.0,5.0,CHO,8,0,1,MIA,0.5357142857142857
0.462,0.364,0.92,25.0,49.0,31.0,12.0,9.0,5.0,DET,11,1,1,MIA,0.7317073170731707
0.5,0.302,0.797,59.0,48.0,31.0,17.0,16.0,5.0,WAS,21,1,1,MIA,0.2073170731707317
0.413,0.341,0.815,27.0,53.0,26.0,12.0,4.0,2.0,MIL,7,1,1,MIA,0.3902439024390244
0.466,0.316,0.821,28.0,32.0,25.0,11.0,13.0,5.0,ORL,-4,1,0,MIA,0.5476190476190477
0.404,0.194,0.794,34.0,43.0,26.0,15.0,4.0,3.0,CHO,-30,0,0,MIA,0.5357142857142857
0.511,0.316,0.818,22.0,41.0,31.0,11.0,4.0,2.0,LAL,-8,1,0,MIA,0.6463414634146342
0.511,0.39,0.75,16.0,41.0,31.0,9.0,6.0,1.0,HOU,-1,0,0,MIA,0.6341463414634146
0.4,0.308,0.95,20.0,38.0,29.0,12.0,11.0,8.0,SAS,-25,1,0,MIA,0.7560975609756098
0.519,0.4,0.818,22.0,40.0,31.0,14.0,11.0,3.0,CLE,17,0,1,MIA,0.6341463414634146
0.44,0.326,0.868,38.0,45.0,25.0,13.0,5.0,4.0,CLE,-21,0,0,MIA,0.6341463414634146
0.465,0.351,0.722,18.0,42.0,29.0,7.0,5.0,4.0,IND,-17,0,0,MIA,0.23170731707317074
0.462,0.275,0.759,29.0,57.0,24.0,11.0,6.0,4.0,PHI,10,1,1,MIA,0.5542168674698795
0.463,0.511,0.739,23.0,37.0,27.0,9.0,5.0,4.0,BOS,-18,1,0,MIA,0.6829268292682927
0.581,0.436,0.794,34.0,49.0,42.0,15.0,6.0,11.0,WAS,16,1,1,MIA,0.2073170731707317
0.363,0.273,0.895,19.0,44.0,26.0,15.0,3.0,3.0,TOR,-26,0,0,MIA,0.5609756097560976
0.561,0.4,0.571,14.0,34.0,35.0,15.0,1.0,3.0,TOR,-14,0,0,MIA,0.5609756097560976
0.598,0.541,0.846,26.0,40.0,37.0,19.0,8.0,1.0,WAS,23,0,1,MIA,0.2073170731707317
0.563,0.405,0.706,17.0,45.0,34.0,7.0,11.0,3.0,ATL,26,1,1,MIA,0.5609756097560976
0.476,0.39,0.857,14.0,48.0,32.0,7.0,4.0,8.0,CHO,-1,0,0,MIA,0.5357142857142857
0.51,0.409,0.789,19.0,46.0,31.0,8.0,8.0,6.0,WAS,13,1,1,MIL,0.2073170731707317
0.522,0.35,0.56,25.0,51.0,25.0,19.0,9.0,5.0,TOR,6,0,1,MIL,0.5609756097560976
0.506,0.394,0.714,28.0,37.0,25.0,18.0,12.0,6.0,CLE,-5,0,0,MIL,0.6341463414634146
0.544,0.412,0.875,24.0,38.0,27.0,13.0,7.0,8.0,NYK,10,1,1,MIL,0.6463414634146342
0.479,0.413,0.692,13.0,34.0,25.0,16.0,7.0,2.0,GSW,10,1,1,MIL,0.4523809523809524
0.598,0.469,0.645,31.0,37.0,30.0,11.0,5.0,2.0,SAC,-2,1,0,MIL,0.2682926829268293
0.477,0.426,0.591,22.0,43.0,24.0,18.0,6.0,5.0,IND,2,0,1,MIL,0.23170731707317074
0.43,0.289,0.714,21.0,41.0,26.0,15.0,5.0,4.0,TOR,-28,0,0,MIL,0.5609756097560976
0.466,0.41,0.778,18.0,53.0,27.0,11.0,10.0,6.0,CHI,16,1,1,MIL,0.3780487804878049
0.557,0.448,0.583,24.0,27.0,25.0,13.0,11.0,6.0,HOU,-7,1,0,MIL,0.6341463414634146
0.451,0.389,0.8,25.0,44.0,24.0,13.0,9.0,6.0,DAL,2,0,1,MIL,0.3170731707317073
0.455,0.4,0.615,13.0,34.0,29.0,9.0,6.0,6.0,CHO,-11,0,0,MIL,0.5357142857142857
0.647,0.588,0.773,22.0,39.0,37.0,22.0,10.0,3.0,CHO,13,1,1,MIL,0.5357142857142857
0.4,0.385,0.667,24.0,39.0,20.0,17.0,6.0,4.0,LAL,-24,1,0,MIL,0.6463414634146342
0.419,0.472,0.733,15.0,34.0,26.0,15.0,9.0,1.0,CLE,-12,0,0,MIL,0.6341463414634146
0.489,0.389,0.769,13.0,42.0,30.0,14.0,7.0,2.0,PHI,-9,1,0,MIL,0.5542168674698795
0.512,0.465,0.833,12.0,35.0,29.0,17.0,8.0,7.0,DET,-13,1,0,MIL,0.7317073170731707
0.442,0.351,0.778,18.0,39.0,22.0,13.0,10.0,5.0,POR,-12,1,0,MIL,0.5180722891566265
0.421,0.333,0.643,14.0,47.0,31.0,14.0,7.0,1.0,MIA,-3,0,0,MIL,0.5180722891566265
0.521,0.439,0.68,25.0,35.0,24.0,15.0,9.0,4.0,NYK,-9,0,0,MIL,0.6463414634146342
0.524,0.41,0.706,17.0,43.0,31.0,14.0,13.0,2.0,BRK,17,1,1,MIL,0.24390243902439024
0.548,0.553,0.619,21.0,35.0,29.0,17.0,5.0,4.0,WAS,-3,0,0,MIL,0.2073170731707317
0.488,0.295,0.952,21.0,40.0,28.0,16.0,6.0,6.0,DET,4,1,1,MIL,0.7317073170731707
0.461,0.344,0.741,27.0,37.0,26.0,18.0,8.0,3.0,PHI,-15,1,0,MIL,0.5542168674698795
0.44,0.421,0.688,32.0,36.0,24.0,12.0,11.0,5.0,DET,-12,0,0,MIL,0.7317073170731707
0.582,0.448,0.786,14.0,40.0,28.0,16.0,5.0,5.0,BOS,15,1,1,MIL,0.6829268292682927
0.392,0.229,0.75,16.0,37.0,20.0,20.0,8.0,1.0,BRK,-45,0,0,MIL,0.24390243902439024
0.452,0.405,0.875,16.0,38.0,25.0,16.0,10.0,2.0,TOR,-6,1,0,MIL,0.5609756097560976
0.402,0.289,0.85,20.0,51.0,27.0,18.0,6.0,2.0,MIN,-3,0,0,MIL,0.5975609756097561
0.512,0.333,0.708,24.0,48.0,20.0,15.0,6.0,7.0,IND,17,0,1,MIL,0.23170731707317074
0.429,0.359,0.75,24.0,48.0,18.0,22.0,11.0,2.0,MEM,-21,0,0,MIL,0.3048780487804878
0.465,0.361,0.792,24.0,47.0,22.0,12.0,12.0,3.0,CHI,9,0,1,MIL,0.3780487804878049
0.524,0.471,0.864,22.0,31.0,29.0,9.0,9.0,5.0,CHO,10,0,1,MIL,0.5357142857142857
0.461,0.41,0.682,22.0,48.0,24.0,15.0,2.0,6.0,WAS,-1,1,0,MIL,0.2073170731707317
0.517,0.432,0.889,18.0,36.0,31.0,11.0,7.0,4.0,CHO,1,1,1,MIL,0.5357142857142857
0.448,0.27,0.9,30.0,48.0,23.0,13.0,4.0,2.0,SAC,17,0,1,MIL,0.2682926829268293
0.541,0.438,0.583,12.0,36.0,29.0,12.0,3.0,3.0,GSW,-7,0,0,MIL,0.4523809523809524
0.481,0.353,0.773,22.0,44.0,23.0,17.0,10.0,3.0,LAL,4,0,1,MIL,0.6463414634146342
0.447,0.412,0.7,20.0,44.0,29.0,11.0,5.0,6.0,DEN,-4,0,0,MIL,0.6585365853658537
0.482,0.361,0.579,19.0,32.0,29.0,20.0,12.0,4.0,MIN,-33,1,0,MIL,0.5975609756097561
0.391,0.354,0.727,22.0,37.0,24.0,13.0,6.0,3.0,SAS,-18,0,0,MIL,0.7560975609756098
0.494,0.444,0.72,25.0,47.0,24.0,13.0,8.0,6.0,ATL,2,0,1,MIL,0.5609756097560976
0.494,0.39,0.667,9.0,39.0,30.0,16.0,6.0,0.0,OKC,-20,1,0,MIL,0.7804878048780488
0.4,0.308,0.741,27.0,51.0,24.0,11.0,7.0,8.0,DEN,-2,1,0,MIL,0.6585365853658537
0.512,0.441,0.704,27.0,38.0,29.0,12.0,4.0,4.0,PHI,-17,0,0,MIL,0.5542168674698795
0.418,0.263,0.778,9.0,43.0,25.0,9.0,7.0,9.0,WAS,-10,0,0,MIL,0.2073170731707317
0.354,0.294,0.733,15.0,40.0,17.0,11.0,5.0,0.0,BOS,-28,0,0,MIL,0.6829268292682927
0.515,0.605,0.533,15.0,51.0,33.0,14.0,6.0,4.0,CHI,16,1,1,MIL,0.3780487804878049
0.609,0.447,0.8,10.0,43.0,36.0,15.0,5.0,3.0,NOP,4,1,1,MIL,0.3170731707317073
0.463,0.302,0.667,6.0,48.0,26.0,12.0,4.0,2.0,IND,6,1,1,MIL,0.23170731707317074
0.468,0.364,0.714,21.0,37.0,17.0,20.0,7.0,6.0,ORL,-19,0,0,MIL,0.5476190476190477
0.481,0.389,1.0,24.0,47.0,22.0,16.0,4.0,4.0,ORL,8,0,1,MIL,0.5476190476190477
0.463,0.405,0.714,7.0,49.0,25.0,11.0,9.0,6.0,OKC,17,0,1,MIL,0.7804878048780488
0.598,0.417,0.778,18.0,37.0,28.0,15.0,9.0,8.0,NOP,21,0,1,MIL,0.3170731707317073
0.412,0.281,0.789,19.0,46.0,18.0,19.0,4.0,4.0,TOR,-28,1,0,MIL,0.5609756097560976
0.495,0.41,0.842,19.0,46.0,25.0,11.0,10.0,3.0,MIA,11,1,1,MIL,0.5180722891566265
0.545,0.422,0.6,5.0,36.0,28.0,13.0,7.0,2.0,CLE,2,1,1,MIL,0.6341463414634146
0.429,0.381,0.727,22.0,34.0,24.0,16.0,5.0,3.0,NYK,-29,1,0,MIL,0.6463414634146342
0.368,0.283,0.824,17.0,45.0,26.0,19.0,9.0,3.0,CHI,-23,0,0,MIL,0.3780487804878049
0.365,0.361,0.737,19.0,41.0,18.0,16.0,7.0,3.0,BOS,-27,1,0,MIL,0.6829268292682927
0.5,0.333,0.7,20.0,41.0,27.0,15.0,8.0,2.0,ATL,-18,1,0,MIL,0.5609756097560976
0.482,0.341,0.571,28.0,48.0,33.0,11.0,7.0,5.0,UTA,14,1,1,MIL,0.2682926829268293
0.429,0.295,0.462,13.0,36.0,22.0,17.0,10.0,3.0,ORL,-39,1,0,MIL,0.5476190476190477
0.512,0.421,0.7,20.0,39.0,26.0,17.0,6.0,1.0,PHO,-15,1,0,MIL,0.5476190476190477
0.494,0.346,0.737,19.0,36.0,26.0,14.0,10.0,2.0,MIA,-7,0,0,MIL,0.5180722891566265
0.487,0.324,0.722,18.0,37.0,24.0,23.0,5.0,4.0,ATL,-23,0,0,MIL,0.5609756097560976
0.544,0.523,0.684,19.0,40.0,31.0,9.0,10.0,2.0,IND,11,1,1,MIL,0.23170731707317074
0.477,0.444,0.706,17.0,39.0,24.0,8.0,3.0,6.0,CLE,-7,1,0,MIL,0.6341463414634146
0.41,0.341,0.739,23.0,35.0,20.0,20.0,9.0,2.0,UTA,-32,0,0,MIL,0.2682926829268293
0.5,0.41,0.667,21.0,42.0,20.0,17.0,6.0,4.0,PHO,3,0,1,MIL,0.5476190476190477
0.44,0.39,0.667,9.0,38.0,29.0,23.0,6.0,2.0,LAC,-33,0,0,MIL,0.5060240963855421
0.404,0.311,0.65,20.0,34.0,22.0,17.0,12.0,3.0,POR,-31,0,0,MIL,0.5180722891566265
0.437,0.304,0.833,6.0,37.0,22.0,19.0,9.0,5.0,SAS,-32,1,0,MIL,0.7560975609756098
0.519,0.455,0.867,15.0,27.0,23.0,22.0,13.0,1.0,LAC,-14,1,0,MIL,0.5060240963855421
0.446,0.37,0.808,26.0,59.0,28.0,18.0,7.0,9.0,DAL,24,1,1,MIL,0.3170731707317073
0.472,0.425,0.75,16.0,45.0,21.0,15.0,3.0,1.0,HOU,-6,0,0,MIL,0.6341463414634146
0.422,0.447,0.769,13.0,30.0,24.0,13.0,5.0,4.0,BOS,-32,1,0,MIL,0.6829268292682927
0.602,0.5,0.625,24.0,44.0,30.0,20.0,11.0,5.0,MEM,16,1,1,MIL,0.3048780487804878
0.432,0.333,0.625,8.0,44.0,25.0,20.0,6.0,7.0,BRK,-6,0,0,MIL,0.24390243902439024
0.419,0.34,0.786,28.0,32.0,26.0,16.0,5.0,4.0,DET,-26,0,0,MIL,0.7317073170731707
0.556,0.5,0.688,16.0,44.0,36.0,17.0,5.0,7.0,BRK,17,1,1,MIL,0.24390243902439024
0.433,0.277,0.682,22.0,45.0,26.0,19.0,8.0,2.0,PHI,-20,0,0,MIL,0.5542168674698795
0.488,0.5,0.792,24.0,45.0,21.0,19.0,10.0,10.0,POR,4,0,1,MIN,0.5180722891566265
0.466,0.342,0.714,21.0,40.0,24.0,12.0,4.0,3.0,LAL,-18,0,0,MIN,0.6463414634146342
0.464,0.303,0.703,37.0,48.0,19.0,14.0,9.0,4.0,IND,4,1,1,MIN,0.23170731707317074
0.471,0.313,0.828,29.0,33.0,19.0,15.0,8.0,9.0,DEN,-13,1,0,MIN,0.6585365853658537
0.5,0.5,0.818,22.0,34.0,30.0,18.0,8.0,5.0,LAL,-1,1,0,MIN,0.6463414634146342
0.54,0.472,0.786,14.0,38.0,31.0,10.0,8.0,2.0,CHO,17,0,1,MIN,0.5357142857142857
0.564,0.4,0.657,35.0,53.0,33.0,17.0,6.0,4.0,BRK,16,0,1,MIN,0.24390243902439024
0.482,0.475,0.882,17.0,31.0,30.0,17.0,6.0,2.0,NYK,-23,0,0,MIN,0.6463414634146342
0.568,0.472,0.741,27.0,52.0,32.0,21.0,10.0,10.0,UTA,40,1,1,MIN,0.2682926829268293
0.536,0.391,0.917,24.0,44.0,28.0,11.0,11.0,9.0,SAC,27,0,1,MIN,0.2682926829268293
0.472,0.303,0.929,28.0,42.0,25.0,11.0,8.0,5.0,UTA,7,0,1,MIN,0.2682926829268293
0.488,0.324,0.7,40.0,51.0,28.0,18.0,10.0,3.0,SAC,14,1,1,MIN,0.2682926829268293
0.466,0.294,0.87,23.0,40.0,23.0,13.0,9.0,7.0,DEN,-11,1,0,MIN,0.6585365853658537
0.454,0.318,0.72,25.0,59.0,27.0,17.0,16.0,5.0,DAL,24,1,1,MIN,0.3170731707317073
0.447,0.342,0.719,32.0,50.0,28.0,10.0,11.0,4.0,WAS,11,1,1,MIN,0.2073170731707317
0.453,0.324,0.697,33.0,37.0,18.0,22.0,17.0,4.0,PHO,-1,0,0,MIN,0.5476190476190477
0.412,0.31,0.864,22.0,55.0,21.0,16.0,9.0,4.0,SAC,-5,0,0,MIN,0.2682926829268293
0.413,0.459,0.595,37.0,44.0,25.0,16.0,4.0,5.0,OKC,-8,0,0,MIN,0.7804878048780488
0.494,0.438,0.8,20.0,37.0,31.0,15.0,3.0,4.0,BOS,4,1,1,MIN,0.6829268292682927
0.563,0.459,0.769,13.0,36.0,35.0,13.0,5.0,0.0,SAS,13,1,1,MIN,0.7560975609756098
0.5,0.392,0.862,29.0,41.0,29.0,9.0,7.0,4.0,NOP,7,0,1,MIN,0.3170731707317073
0.457,0.395,0.897,29.0,49.0,30.0,20.0,5.0,10.0,NOP,9,0,1,MIN,0.3170731707317073
0.5,0.44,0.882,34.0,35.0,23.0,14.0,6.0,5.0,LAC,3,1,1,MIN,0.5060240963855421
0.47,0.262,0.696,23.0,46.0,26.0,15.0,5.0,1.0,PHO,-3,1,0,MIN,0.5476190476190477
0.539,0.355,0.714,28.0,44.0,30.0,11.0,8.0,3.0,GSW,7,0,1,MIN,0.4523809523809524
0.457,0.324,0.704,27.0,48.0,25.0,12.0,12.0,5.0,SAC,14,1,1,MIN,0.2682926829268293
0.398,0.295,0.704,27.0,52.0,26.0,18.0,11.0,8.0,MEM,-6,1,0,MIN,0.3048780487804878
0.375,0.351,0.702,47.0,57.0,20.0,13.0,8.0,6.0,OKC,5,1,1,MIN,0.7804878048780488
0.42,0.304,0.652,23.0,46.0,28.0,10.0,10.0,4.0,MIL,3,1,1,MIN,0.3902439024390244
0.452,0.326,0.696,23.0,42.0,25.0,11.0,12.0,9.0,NYK,11,1,1,MIN,0.6463414634146342
0.49,0.267,0.8,30.0,47.0,31.0,15.0,10.0,12.0,DEN,-4,0,0,MIN,0.6585365853658537
0.446,0.419,0.714,28.0,34.0,27.0,11.0,8.0,1.0,BRK,-16,1,0,MIN,0.24390243902439024
0.537,0.405,0.76,25.0,46.0,32.0,5.0,9.0,9.0,CHI,35,0,1,MIN,0.3780487804878049
0.425,0.35,0.778,18.0,46.0,22.0,16.0,5.0,6.0,ATL,-24,0,0,MIN,0.5609756097560976
0.541,0.289,0.88,25.0,40.0,26.0,14.0,9.0,5.0,MIA,10,0,1,MIN,0.5180722891566265
0.561,0.297,0.741,27.0,51.0,29.0,14.0,14.0,6.0,WAS,26,0,1,MIN,0.2073170731707317
0.459,0.359,0.783,23.0,63.0,27.0,12.0,7.0,8.0,MIA,28,1,1,MIN,0.5180722891566265
0.573,0.526,0.529,17.0,45.0,33.0,17.0,8.0,2.0,CLE,9,1,1,MIN,0.6341463414634146
0.573,0.5,0.8,20.0,40.0,31.0,16.0,8.0,7.0,CLE,-12,0,0,MIN,0.6341463414634146
0.433,0.308,0.56,25.0,50.0,23.0,9.0,9.0,7.0,SAS,1,1,1,MIN,0.7560975609756098
0.598,0.524,0.583,12.0,44.0,37.0,16.0,9.0,2.0,MIL,33,0,1,MIN,0.3902439024390244
0.463,0.367,0.571,35.0,45.0,21.0,16.0,7.0,7.0,HOU,-5,0,0,MIN,0.6341463414634146
0.467,0.412,0.893,28.0,41.0,22.0,11.0,7.0,7.0,SAS,-3,0,0,MIN,0.7560975609756098
0.44,0.298,0.741,27.0,46.0,28.0,11.0,12.0,6.0,UTA,-5,0,0,MIN,0.2682926829268293
0.462,0.366,0.933,15.0,45.0,29.0,14.0,6.0,9.0,CHI,-5,1,0,MIN,0.3780487804878049
0.38,0.342,0.6,20.0,50.0,16.0,26.0,6.0,5.0,GSW,-26,1,0,MIN,0.4523809523809524
0.457,0.4,0.769,26.0,56.0,29.0,22.0,12.0,10.0,GSW,25,1,1,MIN,0.4523809523809524
0.457,0.353,0.741,27.0,42.0,26.0,12.0,15.0,6.0,DAL,13,0,1,MIN,0.3170731707317073
0.506,0.468,0.611,18.0,46.0,26.0,20.0,12.0,7.0,OKC,12,1,1,MIN,0.7804878048780488
0.528,0.486,0.792,24.0,45.0,28.0,15.0,12.0,5.0,MEM,17,0,1,MIN,0.3048780487804878
0.489,0.39,0.774,31.0,40.0,24.0,9.0,4.0,7.0,MEM,-9,0,0,MIN,0.3048780487804878
0.505,0.41,0.56,25.0,46.0,26.0,10.0,8.0,5.0,TOR,2,0,1,MIN,0.5609756097560976
0.421,0.325,0.846,26.0,47.0,22.0,10.0,7.0,7.0,NOP,-4,1,0,MIN,0.3170731707317073
0.446,0.242,0.636,22.0,41.0,17.0,21.0,8.0,2.0,LAC,-19,1,0,MIN,0.5060240963855421
0.598,0.381,0.571,21.0,41.0,36.0,15.0,10.0,9.0,ATL,22,1,1,MIN,0.5609756097560976
0.517,0.412,0.829,35.0,43.0,26.0,15.0,14.0,6.0,POR,24,1,1,MIN,0.5180722891566265
0.475,0.381,0.632,19.0,54.0,28.0,19.0,7.0,8.0,DAL,11,1,1,MIN,0.3170731707317073
0.479,0.303,0.833,36.0,39.0,22.0,21.0,7.0,8.0,PHI,-27,1,0,MIN,0.5542168674698795
0.534,0.486,0.684,19.0,41.0,26.0,16.0,14.0,8.0,POR,3,0,1,MIN,0.5180722891566265
0.434,0.308,0.737,19.0,41.0,23.0,13.0,8.0,5.0,LAC,6,0,1,MIN,0.5060240963855421
0.541,0.389,0.579,19.0,41.0,33.0,14.0,11.0,5.0,DEN,9,0,1,MIN,0.6585365853658537
0.476,0.294,0.794,34.0,52.0,19.0,18.0,8.0,2.0,MEM,7,1,1,MIN,0.3048780487804878
0.519,0.419,0.783,23.0,41.0,24.0,13.0,10.0,5.0,TOR,8,1,1,MIN,0.5609756097560976
0.357,0.225,0.742,31.0,37.0,17.0,12.0,10.0,5.0,ORL,-27,1,0,MIN,0.5476190476190477
0.463,0.25,0.786,28.0,43.0,22.0,11.0,4.0,5.0,LAL,-14,0,0,MIN,0.6463414634146342
0.597,0.44,0.862,29.0,28.0,32.0,21.0,5.0,1.0,LAC,-25,0,0,MIN,0.5060240963855421
0.561,0.4,0.885,26.0,45.0,25.0,17.0,6.0,5.0,GSW,10,0,1,MIN,0.4523809523809524
0.468,0.455,0.727,22.0,46.0,18.0,25.0,5.0,5.0,OKC,-13,0,0,MIN,0.7804878048780488
0.512,0.321,0.724,29.0,49.0,28.0,18.0,8.0,11.0,PHO,12,1,1,MIN,0.5476190476190477
0.542,0.462,0.833,30.0,46.0,39.0,17.0,15.0,5.0,UTA,36,1,1,MIN,0.2682926829268293
0.396,0.321,0.793,29.0,43.0,21.0,13.0,11.0,5.0,POR,-4,1,0,MIN,0.5180722891566265
0.429,0.364,0.8,15.0,56.0,24.0,14.0,7.0,7.0,BOS,10,0,1,MIN,0.6829268292682927
0.417,0.351,0.7,10.0,49.0,27.0,17.0,11.0,12.0,HOU,2,1,1,MIN,0.6341463414634146
0.318,0.209,0.727,33.0,38.0,18.0,15.0,8.0,4.0,DET,-22,1,0,MIN,0.7317073170731707
0.531,0.452,0.667,12.0,51.0,33.0,11.0,8.0,6.0,DAL,30,0,1,MIN,0.3170731707317073
0.442,0.31,0.76,25.0,40.0,22.0,14.0,8.0,8.0,DET,-5,0,0,MIN,0.7317073170731707
0.376,0.326,0.65,20.0,43.0,21.0,12.0,8.0,4.0,PHI,-12,0,0,MIN,0.5542168674698795
0.458,0.368,0.783,23.0,39.0,24.0,18.0,8.0,4.0,CHO,-14,1,0,MIN,0.5357142857142857
0.517,0.415,0.938,16.0,39.0,27.0,20.0,16.0,4.0,IND,20,0,1,MIN,0.23170731707317074
0.5,0.409,0.857,14.0,33.0,22.0,16.0,10.0,7.0,ORL,-12,0,0,MIN,0.5476190476190477
0.573,0.5,0.76,25.0,25.0,27.0,8.0,7.0,7.0,HOU,4,0,1,MIN,0.6341463414634146
0.506,0.27,0.744,43.0,47.0,32.0,11.0,5.0,13.0,NOP,6,1,1,MIN,0.3170731707317073
0.459,0.37,0.71,31.0,47.0,20.0,15.0,10.0,4.0,MEM,-6,0,0,NOP,0.3048780487804878
0.433,0.313,0.759,29.0,45.0,24.0,15.0,10.0,3.0,SAS,-4,1,0,NOP,0.7560975609756098
0.333,0.25,0.893,28.0,35.0,17.0,14.0,7.0,0.0,BOS,-32,1,0,NOP,0.6829268292682927
0.376,0.206,0.586,29.0,36.0,17.0,14.0,9.0,3.0,DEN,-34,0,0,NOP,0.6585365853658537
0.482,0.486,0.897,29.0,43.0,28.0,15.0,8.0,4.0,LAC,-2,0,0,NOP,0.5060240963855421
0.438,0.4,0.625,32.0,38.0,26.0,17.0,6.0,3.0,OKC,-31,0,0,NOP,0.7804878048780488
0.478,0.447,0.684,19.0,39.0,27.0,13.0,9.0,3.0,CHO,4,1,1,NOP,0.5357142857142857
0.429,0.323,0.813,16.0,56.0,18.0,16.0,10.0,3.0,DAL,2,0,1,NOP,0.3170731707317073
0.479,0.395,0.824,17.0,40.0,27.0,12.0,7.0,2.0,SAS,-7,0,0,NOP,0.7560975609756098
0.41,0.313,0.769,26.0,40.0,18.0,20.0,12.0,3.0,PHO,-23,0,0,NOP,0.5476190476190477
0.473,0.333,0.857,21.0,35.0,28.0,10.0,6.0,2.0,POR,-8,1,0,NOP,0.5180722891566265
0.438,0.353,0.778,18.0,42.0,24.0,20.0,11.0,3.0,LAL,-14,1,0,NOP,0.6463414634146342
0.458,0.276,0.759,29.0,45.0,22.0,21.0,11.0,4.0,GSW,-18,1,0,NOP,0.4523809523809524
0.488,0.429,0.867,15.0,35.0,21.0,22.0,9.0,4.0,OKC,-17,1,0,NOP,0.7804878048780488
0.449,0.206,0.742,31.0,44.0,25.0,12.0,12.0,5.0,DEN,-7,1,0,NOP,0.6585365853658537
0.462,0.259,0.774,31.0,42.0,25.0,13.0,15.0,4.0,DAL,-3,0,0,NOP,0.3170731707317073
0.417,0.296,0.833,24.0,48.0,21.0,18.0,5.0,6.0,ATL,-17,1,0,NOP,0.5609756097560976
0.51,0.371,0.686,35.0,55.0,28.0,14.0,13.0,5.0,CHI,13,1,1,NOP,0.3780487804878049
0.495,0.422,0.9,10.0,40.0,34.0,15.0,10.0,9.0,MEM,-5,1,0,NOP,0.3048780487804878
0.372,0.233,0.735,34.0,50.0,16.0,13.0,7.0,2.0,GSW,-8,0,0,NOP,0.4523809523809524
0.505,0.5,0.8,20.0,40.0,23.0,8.0,6.0,1.0,LAL,-12,0,0,NOP,0.6463414634146342
0.549,0.571,0.857,35.0,42.0,26.0,13.0,5.0,1.0,MIN,-7,1,0,NOP,0.5975609756097561
0.453,0.28,0.885,26.0,43.0,29.0,12.0,11.0,3.0,MIN,-9,1,0,NOP,0.5975609756097561
